,customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month
1015,LW50691,Nevada,9555.17,No,Premium,College,2011-01-02,Employed,F,96269,Rural,Divorced,118,2,52,0,8,Personal Auto,Personal L2,Offer2,Web,58.78,Four-Door Car,Medsize,A,1
1016,MT67399,Nevada,6488.9,No,Extended,Bachelor,2011-02-17,Employed,F,95025,Urban,Divorced,81,15,12,0,8,Personal Auto,Personal L3,Offer2,Call Center,271.97,Four-Door Car,Medsize,A,2
1017,CF26052,Arizona,8436.35,No,Basic,Bachelor,2011-01-16,Employed,F,49182,Rural,Married,70,6,86,0,2,Personal Auto,Personal L3,Offer1,Web,165.41,Two-Door Car,Medsize,A,1
1018,TV35668,California,2722.21,No,Basic,College,2011-02-02,Medical Leave,F,17576,Suburban,Married,71,29,70,0,1,Personal Auto,Personal L3,Offer2,Call Center,398.5,Four-Door Car,Medsize,A,2
1019,DH68319,Oregon,2787.5,No,Basic,College,2011-01-01,Employed,F,62506,Suburban,Married,69,15,90,0,1,Personal Auto,Personal L1,Offer1,Branch,331.2,Two-Door Car,Large,A,1
1020,SC90717,California,31864.86,No,Extended,Doctor,2011-02-08,Employed,M,23576,Urban,Married,89,8,72,0,2,Personal Auto,Personal L3,Offer2,Web,383.51,Four-Door Car,Medsize,A,2
1021,PL54420,Arizona,33473.35,Yes,Basic,Bachelor,2011-01-11,Employed,F,33190,Suburban,Divorced,106,18,95,0,2,Personal Auto,Personal L3,Offer1,Web,508.8,SUV,Medsize,A,1
1022,YI83073,California,4250.28,Yes,Basic,High School or Below,2011-01-18,Unemployed,F,0,Suburban,Single,61,17,1,1,7,Personal Auto,Personal L3,Offer1,Agent,292.8,Four-Door Car,Small,A,1
1023,YY11432,Oregon,16515.01,No,Extended,High School or Below,2011-02-01,Employed,F,51725,Rural,Married,138,9,16,1,2,Personal Auto,Personal L3,Offer1,Agent,159.0,SUV,Medsize,A,2
1024,VE72838,Arizona,13770.98,Yes,Premium,High School or Below,2011-02-01,Employed,F,59207,Suburban,Single,116,23,21,0,2,Personal Auto,Personal L3,Offer1,Agent,556.8,Four-Door Car,Medsize,A,2
1025,WH60140,Arizona,2356.7,No,Basic,Bachelor,2011-01-19,Unemployed,M,0,Suburban,Single,69,22,11,0,1,Personal Auto,Personal L2,Offer2,Call Center,496.8,Two-Door Car,Small,A,1
1026,UA58104,California,7933.82,No,Basic,College,2011-01-13,Employed,F,76505,Rural,Married,65,32,89,0,2,Personal Auto,Personal L3,Offer1,Branch,144.05,Four-Door Car,Medsize,A,1
1027,LQ13873,Nevada,5569.46,No,Basic,High School or Below,2011-02-15,Employed,M,53565,Suburban,Married,71,15,34,0,6,Personal Auto,Personal L3,Offer1,Agent,340.8,Four-Door Car,Small,A,2
1028,XI84293,Oregon,1940.98,No,Basic,High School or Below,2011-02-07,Unemployed,M,0,Suburban,Single,66,5,40,3,1,Personal Auto,Personal L3,Offer3,Call Center,475.2,Two-Door Car,Large,A,2
1029,MZ30958,Nevada,6715.59,No,Extended,High School or Below,2011-02-25,Retired,M,21835,Suburban,Married,90,15,78,0,7,Corporate Auto,Corporate L2,Offer1,Agent,432.0,Two-Door Car,Medsize,A,2
1030,VY23882,Arizona,5548.03,Yes,Basic,Bachelor,2011-01-13,Employed,M,67798,Suburban,Divorced,69,1,78,0,9,Personal Auto,Personal L1,Offer1,Agent,331.2,Four-Door Car,Medsize,A,1
1031,RN66968,California,5332.62,No,Basic,High School or Below,2011-01-03,Employed,M,74837,Suburban,Married,66,9,18,0,7,Personal Auto,Personal L3,Offer2,Agent,376.5,Four-Door Car,Large,A,1
1032,OW83209,Nevada,8341.93,No,Basic,Bachelor,2011-02-18,Employed,M,30344,Urban,Divorced,107,29,79,0,9,Personal Auto,Personal L3,Offer1,Branch,342.83,SUV,Medsize,A,2
1033,NX71501,California,5936.34,No,Basic,Doctor,2011-01-03,Employed,F,42889,Rural,Married,74,31,18,0,7,Personal Auto,Personal L1,Offer1,Agent,177.32,Four-Door Car,Small,A,1
1034,GQ78238,Oregon,5213.37,No,Extended,High School or Below,2011-02-13,Employed,M,65167,Suburban,Married,131,22,85,0,1,Personal Auto,Personal L2,Offer2,Call Center,628.8,SUV,Medsize,A,2
1035,MX76292,California,7706.04,No,Basic,Doctor,2011-02-13,Employed,F,48019,Rural,Married,64,15,94,0,2,Corporate Auto,Corporate L3,Offer1,Agent,137.67,Four-Door Car,Medsize,A,2
1036,CR88883,Arizona,7452.54,No,Basic,College,2011-01-21,Unemployed,M,0,Suburban,Married,68,14,46,0,2,Corporate Auto,Corporate L1,Offer1,Branch,489.6,Two-Door Car,Medsize,A,1
1037,KQ49890,Oregon,5924.67,No,Basic,High School or Below,2011-01-18,Employed,M,78387,Urban,Married,74,5,1,0,6,Corporate Auto,Corporate L3,Offer2,Agent,204.09,Four-Door Car,Medsize,A,1
1038,UW88168,Oregon,3032.82,No,Extended,Bachelor,2011-01-31,Employed,M,73782,Rural,Married,76,11,97,0,1,Special Auto,Special L3,Offer2,Branch,111.62,Four-Door Car,Large,A,1
1039,AC73173,California,3694.65,No,Basic,Bachelor,2011-02-20,Unemployed,M,0,Suburban,Married,102,13,84,0,1,Personal Auto,Personal L2,Offer3,Call Center,610.62,SUV,Large,A,2
1040,RK63095,California,3122.98,No,Extended,College,2011-01-01,Employed,M,72916,Suburban,Single,80,25,72,0,1,Personal Auto,Personal L3,Offer2,Web,384.0,Two-Door Car,Medsize,A,1
1041,BG51419,Washington,4362.93,Yes,Premium,College,2011-01-03,Employed,M,58842,Suburban,Married,110,6,74,0,1,Corporate Auto,Corporate L1,Offer2,Branch,528.0,Four-Door Car,Medsize,A,1
1042,TF61492,California,5553.76,No,Extended,College,2011-01-09,Unemployed,F,0,Suburban,Single,92,15,64,0,9,Personal Auto,Personal L3,Offer1,Branch,662.4,Four-Door Car,Medsize,A,1
1043,NS23754,California,2566.78,No,Basic,High School or Below,2011-02-09,Employed,F,21375,Suburban,Married,65,14,66,0,1,Corporate Auto,Corporate L3,Offer3,Call Center,312.0,Four-Door Car,Large,A,2
1044,HC76653,Oregon,2435.69,No,Basic,College,2011-01-07,Employed,M,32931,Suburban,Married,62,16,45,0,1,Personal Auto,Personal L2,Offer2,Agent,297.6,Four-Door Car,Medsize,A,1
1045,WW22291,California,2849.25,No,Basic,Master,2011-02-16,Employed,M,63326,Suburban,Divorced,72,2,34,0,1,Personal Auto,Personal L2,Offer2,Call Center,361.56,Four-Door Car,Medsize,A,2
1046,LD75023,Oregon,26346.09,No,Extended,High School or Below,2011-01-20,Employed,M,48268,Suburban,Divorced,223,28,26,0,2,Personal Auto,Personal L2,Offer1,Web,1605.6,Four-Door Car,Medsize,A,1
1047,QJ22615,Arizona,4881.3,No,Basic,Master,2011-02-21,Employed,F,37998,Suburban,Married,61,26,27,0,7,Special Auto,Special L3,Offer2,Call Center,292.8,Four-Door Car,Medsize,A,2
1048,TC78849,Oregon,2497.46,No,Basic,Bachelor,2011-02-12,Employed,M,24825,Rural,Married,64,34,44,0,1,Personal Auto,Personal L3,Offer2,Branch,155.94,Two-Door Car,Medsize,A,2
1049,ZF95586,Arizona,2476.05,No,Basic,Master,2011-01-12,Employed,F,54831,Rural,Married,61,15,45,0,1,Personal Auto,Personal L3,Offer3,Agent,136.22,Four-Door Car,Medsize,A,1
1050,VO75043,Oregon,6661.74,No,Extended,Bachelor,2011-01-07,Unemployed,M,0,Suburban,Married,95,6,99,0,5,Personal Auto,Personal L3,Offer4,Agent,456.0,Four-Door Car,Medsize,A,1
1051,XH20787,California,2549.08,No,Basic,College,2011-02-18,Employed,M,52980,Urban,Married,64,33,93,0,1,Personal Auto,Personal L2,Offer1,Branch,191.95,Four-Door Car,Large,A,2
1052,UV17888,California,7405.42,No,Basic,Bachelor,2011-01-09,Disabled,F,22044,Rural,Divorced,65,15,70,0,2,Corporate Auto,Corporate L1,Offer1,Agent,10.39,Four-Door Car,Large,A,1
1053,SF57173,Oregon,4601.63,No,Basic,Master,2011-01-27,Employed,M,84394,Suburban,Married,114,9,38,0,1,Personal Auto,Personal L3,Offer4,Agent,691.41,SUV,Medsize,A,1
1054,QT97406,Arizona,20120.56,No,Extended,Bachelor,2011-01-11,Employed,M,32869,Rural,Married,85,4,49,0,2,Corporate Auto,Corporate L2,Offer1,Web,117.47,Two-Door Car,Large,A,1
1055,ZR86524,Oregon,5903.61,No,Basic,College,2011-01-09,Employed,F,55393,Rural,Married,74,15,6,1,3,Corporate Auto,Corporate L2,Offer1,Call Center,2.17,Four-Door Car,Medsize,A,1
1056,QR15221,Washington,2584.2,No,Basic,High School or Below,2011-01-04,Employed,F,22562,Suburban,Married,65,4,81,0,1,Personal Auto,Personal L3,Offer1,Branch,312.0,Two-Door Car,Medsize,A,1
1057,SQ70457,Oregon,23331.83,No,Basic,Bachelor,2011-01-02,Employed,M,44719,Suburban,Single,66,6,55,0,2,Personal Auto,Personal L2,Offer2,Branch,316.8,Four-Door Car,Medsize,A,1
1058,HN69035,Arizona,2867.21,No,Basic,College,2011-02-15,Employed,F,91810,Rural,Married,71,15,43,0,1,Corporate Auto,Corporate L2,Offer3,Web,165.52,Four-Door Car,Medsize,A,2
1059,YN61339,Oregon,4330.39,Yes,Premium,College,2011-02-16,Employed,M,60475,Suburban,Married,107,9,18,0,1,Personal Auto,Personal L1,Offer2,Branch,513.6,Four-Door Car,Medsize,A,2
1060,KC67431,California,10517.16,No,Extended,College,2011-01-18,Employed,F,46707,Rural,Married,133,15,9,0,8,Personal Auto,Personal L2,Offer3,Branch,80.71,Sports Car,Medsize,A,1
1061,UO40192,Nevada,5544.91,No,Basic,High School or Below,2011-02-05,Employed,M,79619,Urban,Married,71,3,34,3,6,Personal Auto,Personal L3,Offer2,Web,280.9,Four-Door Car,Large,A,2
1062,ME44353,Oregon,5876.05,No,Basic,College,2011-02-09,Employed,F,32848,Urban,Married,74,2,59,0,5,Personal Auto,Personal L2,Offer3,Call Center,250.45,Four-Door Car,Medsize,A,2
1063,WG15595,California,2759.62,No,Basic,College,2011-01-09,Employed,M,64388,Suburban,Married,69,12,51,0,1,Personal Auto,Personal L3,Offer1,Agent,331.2,Two-Door Car,Small,A,1
1064,YQ98465,California,26197.41,Yes,Basic,High School or Below,2011-01-15,Disabled,F,18495,Suburban,Married,113,10,15,0,2,Personal Auto,Personal L3,Offer1,Branch,542.4,SUV,Large,A,1
1065,BU72633,Nevada,42561.63,No,Basic,Master,2011-01-10,Employed,M,66661,Suburban,Single,119,23,41,0,2,Personal Auto,Personal L2,Offer1,Agent,571.2,Four-Door Car,Medsize,A,1
1066,KV99077,Nevada,5157.05,No,Basic,College,2011-02-08,Employed,M,43906,Suburban,Divorced,65,6,53,0,6,Personal Auto,Personal L1,Offer1,Web,468.0,Two-Door Car,Small,A,2
1067,DE53644,California,5192.36,No,Basic,Bachelor,2011-01-19,Employed,F,23059,Suburban,Married,66,15,55,0,3,Personal Auto,Personal L3,Offer2,Web,372.43,Two-Door Car,Medsize,A,1
1068,QF29828,Arizona,3208.92,No,Extended,Master,2011-02-08,Employed,F,40135,Rural,Married,80,29,70,0,1,Personal Auto,Personal L2,Offer1,Agent,78.01,Four-Door Car,Medsize,A,2
1069,FG46258,Washington,6921.97,No,Extended,College,2011-02-04,Medical Leave,F,16483,Urban,Married,90,14,68,0,9,Corporate Auto,Corporate L2,Offer3,Web,320.52,Two-Door Car,Medsize,A,2
1070,RS24501,California,13350.12,No,Premium,College,2011-01-11,Employed,F,28919,Suburban,Single,173,5,88,0,3,Personal Auto,Personal L2,Offer3,Agent,830.4,SUV,Medsize,A,1
1071,HG40729,Oregon,11274.91,No,Premium,College,2011-02-11,Unemployed,M,0,Suburban,Single,114,22,39,0,2,Personal Auto,Personal L3,Offer1,Branch,820.8,Four-Door Car,Small,A,2
1072,NM95102,Oregon,7285.03,Yes,Basic,High School or Below,2011-02-28,Employed,M,44788,Suburban,Married,61,6,48,0,2,Personal Auto,Personal L3,Offer2,Agent,386.03,Four-Door Car,Small,A,2
1073,LS98306,Nevada,13918.53,No,Premium,High School or Below,2011-01-08,Employed,M,64113,Suburban,Divorced,117,24,32,0,2,Special Auto,Special L3,Offer1,Agent,561.6,Four-Door Car,Medsize,A,1
1074,SL98898,Nevada,9048.98,Yes,Basic,High School or Below,2011-01-24,Unemployed,M,0,Suburban,Married,119,9,8,0,3,Personal Auto,Personal L1,Offer2,Web,571.2,Sports Car,Medsize,A,1
1075,ES57969,Oregon,2453.57,Yes,Basic,Bachelor,2011-02-09,Medical Leave,M,29735,Suburban,Single,69,3,92,0,1,Personal Auto,Personal L2,Offer1,Agent,331.2,Four-Door Car,Medsize,A,2
1076,MK15785,Nevada,4387.31,No,Basic,Master,2011-02-24,Employed,M,48015,Suburban,Married,110,15,57,0,1,Corporate Auto,Corporate L2,Offer4,Call Center,528.0,Sports Car,Medsize,A,2
1077,RZ24101,Nevada,7142.55,No,Premium,College,2011-01-04,Medical Leave,F,24417,Suburban,Divorced,185,22,25,0,1,Personal Auto,Personal L3,Offer1,Call Center,888.0,SUV,Medsize,A,1
1078,YI73667,Nevada,5340.81,No,Basic,College,2011-01-17,Unemployed,F,0,Suburban,Married,72,1,73,0,6,Personal Auto,Personal L3,Offer2,Web,345.6,Four-Door Car,Medsize,A,1
1079,DJ91267,Nevada,29091.24,No,Extended,Bachelor,2011-02-18,Employed,F,34226,Rural,Married,244,15,22,0,2,Personal Auto,Personal L3,Offer1,Agent,494.4,Luxury SUV,Small,A,2
1080,JU87932,Oregon,2893.31,No,Basic,Bachelor,2011-02-15,Employed,F,30406,Suburban,Married,73,15,93,0,1,Personal Auto,Personal L3,Offer1,Web,350.4,Four-Door Car,Medsize,A,2
1081,FZ19620,Oregon,9672.7,No,Extended,High School or Below,2011-02-23,Unemployed,M,0,Suburban,Single,96,5,27,0,2,Corporate Auto,Corporate L3,Offer1,Agent,1120.68,Four-Door Car,Medsize,A,2
1082,OT85112,Washington,3403.92,No,Extended,College,2011-02-24,Employed,M,38460,Rural,Divorced,88,15,1,1,1,Personal Auto,Personal L3,Offer1,Agent,91.55,Four-Door Car,Medsize,A,2
1083,GE43335,Nevada,4019.38,No,Basic,College,2011-02-18,Unemployed,M,0,Suburban,Divorced,118,2,48,0,1,Personal Auto,Personal L1,Offer1,Branch,566.4,SUV,Large,A,2
1084,AS48176,Oregon,12168.74,Yes,Basic,Bachelor,2011-02-05,Retired,M,14973,Suburban,Divorced,115,2,75,0,2,Personal Auto,Personal L3,Offer1,Branch,828.0,SUV,Medsize,A,2
1085,VL59942,Arizona,10571.54,No,Basic,Bachelor,2011-02-12,Employed,F,94137,Rural,Married,65,16,27,0,2,Personal Auto,Personal L2,Offer2,Web,43.58,Four-Door Car,Medsize,A,2
1086,WX87964,Washington,4935.19,No,Basic,High School or Below,2011-02-15,Employed,M,29560,Suburban,Married,62,21,89,0,7,Personal Auto,Personal L3,Offer1,Agent,297.6,Four-Door Car,Medsize,A,2
1087,NR66922,Oregon,11323.36,No,Extended,Master,2011-02-18,Employed,M,98254,Rural,Married,94,23,11,3,2,Corporate Auto,Corporate L3,Offer3,Agent,229.71,Four-Door Car,Medsize,A,2
1088,FX80133,California,4576.76,No,Premium,Master,2011-01-08,Employed,F,48569,Urban,Married,114,0,14,0,1,Personal Auto,Personal L3,Offer1,Agent,434.76,Four-Door Car,Medsize,A,1
1089,QY41527,Arizona,4175.95,No,Basic,Bachelor,2011-02-21,Employed,M,23060,Suburban,Married,109,13,25,3,1,Corporate Auto,Corporate L3,Offer4,Agent,731.35,SUV,Medsize,A,2
1090,JX14364,Oregon,13235.54,No,Basic,College,2011-02-24,Employed,M,39778,Suburban,Married,112,23,49,0,2,Personal Auto,Personal L3,Offer1,Call Center,806.4,SUV,Medsize,A,2
1091,GP66031,California,2585.96,No,Basic,College,2011-01-24,Employed,F,83758,Rural,Married,64,27,34,0,1,Corporate Auto,Corporate L1,Offer2,Agent,106.59,Two-Door Car,Medsize,A,1
1092,UK25655,Oregon,3435.25,No,Extended,Bachelor,2011-01-14,Employed,F,64348,Rural,Married,86,25,18,0,1,Personal Auto,Personal L2,Offer2,Call Center,212.39,Two-Door Car,Medsize,A,1
1093,LK91880,California,8376.33,No,Basic,College,2011-01-01,Employed,F,26448,Rural,Married,105,7,42,0,3,Personal Auto,Personal L3,Offer3,Agent,75.33,Sports Car,Medsize,A,1
1094,OK86731,Oregon,4510.19,No,Basic,College,2011-02-25,Employed,M,44230,Suburban,Married,114,2,45,0,1,Personal Auto,Personal L3,Offer4,Web,738.22,Sports Car,Medsize,A,2
1095,GX33877,Arizona,35022.45,No,Extended,Bachelor,2011-02-22,Employed,F,25270,Suburban,Married,99,34,87,0,2,Personal Auto,Personal L2,Offer2,Agent,712.8,Two-Door Car,Small,A,2
1096,JL41129,California,7986.19,No,Basic,Bachelor,2011-01-19,Employed,M,74217,Urban,Married,100,15,3,0,6,Personal Auto,Personal L1,Offer2,Branch,418.01,SUV,Large,A,1
1097,MV19629,Oregon,7717.0,No,Extended,College,2011-01-21,Employed,F,37376,Rural,Single,99,34,52,0,3,Personal Auto,Personal L3,Offer1,Branch,65.55,Four-Door Car,Medsize,A,1
1098,DW72437,Oregon,2731.4,No,Basic,Master,2011-02-21,Employed,F,43386,Urban,Married,68,15,79,0,1,Personal Auto,Personal L2,Offer3,Call Center,315.35,Two-Door Car,Medsize,A,2
1099,YB49933,Arizona,3694.14,No,Extended,Bachelor,2011-02-03,Employed,M,96170,Suburban,Married,92,8,86,0,1,Personal Auto,Personal L1,Offer2,Call Center,441.6,Four-Door Car,Large,A,2
1100,BE65350,Oregon,5261.04,No,Basic,High School or Below,2011-01-11,Employed,F,43573,Suburban,Married,66,30,64,0,5,Personal Auto,Personal L3,Offer1,Agent,409.68,Two-Door Car,Large,A,1
1101,VC68509,Oregon,9486.6,No,Extended,Bachelor,2011-01-20,Employed,F,42240,Rural,Married,79,25,10,0,2,Personal Auto,Personal L3,Offer3,Agent,46.39,Four-Door Car,Medsize,A,1
1102,YJ53102,Oregon,3687.17,No,Extended,Master,2011-01-10,Unemployed,F,0,Urban,Married,99,5,68,1,1,Corporate Auto,Corporate L2,Offer1,Agent,378.26,Four-Door Car,Medsize,A,1
1103,QF69163,California,4373.36,No,Premium,College,2011-01-06,Disabled,F,25676,Suburban,Married,113,6,84,0,1,Personal Auto,Personal L3,Offer3,Web,542.4,Two-Door Car,Medsize,A,1
1104,DR32525,Arizona,23747.47,No,Extended,College,2011-02-25,Unemployed,M,0,Suburban,Single,96,29,22,4,2,Personal Auto,Personal L3,Offer3,Agent,460.8,Four-Door Car,Medsize,A,2
1105,BU14748,Arizona,3618.69,No,Extended,High School or Below,2011-02-14,Employed,M,50755,Suburban,Married,91,21,25,0,1,Personal Auto,Personal L3,Offer4,Agent,436.8,Two-Door Car,Medsize,A,2
1106,FB71914,California,30205.01,No,Extended,College,2011-02-17,Unemployed,M,0,Suburban,Married,89,7,4,0,2,Personal Auto,Personal L2,Offer3,Agent,469.36,Four-Door Car,Medsize,A,2
1107,SZ61347,California,5583.58,No,Extended,College,2011-02-17,Employed,M,76927,Rural,Married,138,2,46,0,1,Personal Auto,Personal L3,Offer4,Branch,114.74,SUV,Medsize,A,2
1108,SS69401,Oregon,4841.06,No,Basic,College,2011-02-05,Employed,F,23449,Suburban,Married,61,33,2,0,8,Corporate Auto,Corporate L3,Offer2,Web,292.8,Four-Door Car,Medsize,A,2
1109,CE72177,California,5461.55,No,Basic,High School or Below,2011-01-07,Employed,F,39626,Suburban,Married,69,23,0,0,3,Personal Auto,Personal L3,Offer2,Agent,485.71,Four-Door Car,Medsize,A,1
1110,HP87787,Arizona,8838.09,Yes,Basic,Bachelor,2011-01-21,Employed,M,82664,Rural,Married,114,24,10,3,9,Corporate Auto,Corporate L3,Offer2,Agent,133.43,SUV,Medsize,A,1
1111,ZU69163,California,5586.89,No,Basic,Doctor,2011-01-21,Employed,F,94161,Rural,Married,69,0,65,0,4,Personal Auto,Personal L3,Offer2,Agent,108.99,Four-Door Car,Medsize,A,1
1112,GP83239,California,7840.17,No,Extended,College,2011-01-14,Employed,M,58414,Suburban,Single,210,7,24,2,1,Personal Auto,Personal L3,Offer2,Agent,1008.0,Luxury SUV,Small,A,1
1113,BQ15946,Oregon,6685.07,No,Extended,Doctor,2011-02-20,Employed,M,56270,Suburban,Married,83,23,2,0,4,Personal Auto,Personal L2,Offer2,Branch,398.4,Four-Door Car,Medsize,A,2
1114,MY32188,Oregon,2682.91,No,Basic,Bachelor,2011-01-20,Unemployed,M,0,Suburban,Single,74,24,33,0,1,Corporate Auto,Corporate L3,Offer1,Agent,355.2,Two-Door Car,Small,A,1
1115,AK11719,California,2272.31,No,Basic,Master,2011-01-24,Unemployed,M,0,Urban,Single,64,35,59,0,1,Corporate Auto,Corporate L3,Offer3,Agent,286.12,Four-Door Car,Medsize,A,1
1116,AD63766,Oregon,2839.01,No,Extended,Bachelor,2011-01-21,Unemployed,M,0,Suburban,Married,81,22,26,0,1,Personal Auto,Personal L2,Offer3,Branch,388.8,Two-Door Car,Large,A,1
1117,RK24470,Washington,5029.3,No,Basic,Bachelor,2011-01-19,Employed,M,40113,Urban,Divorced,67,2,43,3,5,Corporate Auto,Corporate L2,Offer1,Branch,262.05,Two-Door Car,Medsize,A,1
1118,FP78531,California,13432.0,No,Basic,Bachelor,2011-01-15,Employed,F,68956,Rural,Single,118,12,8,2,2,Personal Auto,Personal L3,Offer3,Call Center,118.54,SUV,Medsize,A,1
1119,BI34376,California,7879.93,No,Extended,Doctor,2011-01-10,Employed,F,45703,Suburban,Married,98,17,36,0,9,Personal Auto,Personal L1,Offer4,Agent,470.4,Two-Door Car,Small,A,1
1120,GW33762,Oregon,6846.15,Yes,Extended,Bachelor,2011-01-27,Unemployed,F,0,Suburban,Divorced,95,13,20,0,5,Personal Auto,Personal L3,Offer1,Call Center,456.0,Two-Door Car,Large,A,1
1121,CH97539,Washington,8286.96,No,Basic,Bachelor,2011-02-22,Employed,F,40001,Rural,Divorced,70,15,7,0,2,Personal Auto,Personal L3,Offer1,Branch,142.57,Four-Door Car,Medsize,A,2
1122,WD88264,Washington,12298.69,Yes,Basic,High School or Below,2011-02-20,Medical Leave,M,17101,Suburban,Single,113,1,88,0,2,Corporate Auto,Corporate L2,Offer1,Call Center,542.4,SUV,Medsize,A,2
1123,DQ35195,Arizona,9275.68,No,Premium,Bachelor,2011-02-05,Employed,F,52494,Suburban,Single,119,5,69,0,7,Corporate Auto,Corporate L3,Offer2,Agent,571.2,Two-Door Car,Small,A,2
1124,GV59387,California,5618.49,No,Basic,College,2011-01-08,Medical Leave,F,24518,Urban,Married,74,23,62,0,3,Personal Auto,Personal L2,Offer1,Call Center,241.66,Two-Door Car,Large,A,1
1125,FD75102,California,3237.5,No,Extended,College,2011-01-29,Disabled,F,27982,Rural,Divorced,87,15,74,0,1,Personal Auto,Personal L3,Offer4,Call Center,14.74,Two-Door Car,Medsize,A,1
1126,CA79988,Oregon,2552.91,No,Basic,College,2011-02-06,Employed,M,33124,Rural,Single,67,35,7,0,1,Personal Auto,Personal L1,Offer1,Call Center,80.12,Four-Door Car,Large,A,2
1127,ZW19492,Oregon,2404.92,No,Basic,Bachelor,2011-02-14,Employed,M,63455,Urban,Divorced,61,26,71,0,1,Personal Auto,Personal L3,Offer1,Branch,287.65,Four-Door Car,Medsize,A,2
1128,UQ16798,Arizona,10208.93,Yes,Extended,College,2011-02-14,Employed,F,35482,Suburban,Married,129,21,59,0,3,Personal Auto,Personal L2,Offer1,Branch,619.2,SUV,Medsize,A,2
1129,QO68842,California,2518.74,No,Basic,Doctor,2011-02-10,Employed,F,39317,Rural,Single,64,22,46,0,1,Personal Auto,Personal L2,Offer2,Branch,77.7,Four-Door Car,Medsize,A,2
1130,XW96958,Nevada,7573.35,No,Premium,High School or Below,2011-02-20,Unemployed,M,0,Suburban,Single,110,6,37,0,6,Corporate Auto,Corporate L3,Offer1,Agent,1193.04,Four-Door Car,Medsize,A,2
1131,MU97512,California,7398.87,No,Basic,Bachelor,2011-02-02,Employed,M,27383,Suburban,Married,188,33,25,0,1,Corporate Auto,Corporate L2,Offer4,Branch,902.4,Luxury Car,Medsize,A,2
1132,VA30351,Oregon,5595.39,Yes,Basic,High School or Below,2011-02-05,Employed,F,74454,Suburban,Single,71,25,29,0,3,Personal Auto,Personal L2,Offer2,Call Center,340.8,Four-Door Car,Medsize,A,2
1133,YV63603,California,6678.9,No,Extended,Bachelor,2011-01-12,Employed,F,47137,Rural,Married,84,5,11,0,5,Personal Auto,Personal L1,Offer4,Agent,161.64,Four-Door Car,Medsize,A,1
1134,BV86143,California,21034.02,No,Basic,High School or Below,2011-02-23,Employed,F,26876,Urban,Married,66,12,53,0,2,Personal Auto,Personal L2,Offer4,Call Center,219.21,Four-Door Car,Medsize,A,2
